[-38592.65635189],[-75241.11914435],[-65571.81211369]
[ 67731.78714673],[ 8317.71356548],[-85096.03790264]
[-73696.7430986],[ 12252.22413804],[ 647.77568902]
[-83884.21371802],[-11585.22803555],[-52677.52663565]
[ 79381.65774487],[-4659.80889099],[ 99138.60860248]
[-11881.74784579],[-29517.48933906],[-69510.878999]
[ 62638.95905679],[ 74482.10946184],[ 41770.63672741]
[ 34003.43774809],[-32300.94240075],[-68403.88341126]
[-68854.8045916],[-12701.59861823],[-12958.61688158]
[-43478.49871642],[-9151.64953768],[ 17695.42228334]
[-82646.35418522],[ 55846.96239503],[ 40947.37029452]
[-34864.5466227],[-62532.89304154],[-79013.39864013]
[-73646.80950088],[-73595.34708101],[ 19382.20170208]
[ 63455.52437683],[ 44564.73213865],[ 892.3632821]
[ 11496.94185088],[ 91542.74275918],[-46210.99696013]
[ 11836.88906768],[-99955.98402998],[-90940.32115091]
[ 1179.74650728],[-92291.36199664],[ 70129.91282789]
[ 99082.34568766],[ 40595.92797814],[-35710.80680468]
[-2382.18809275],[-35999.84467592],[ 13003.60918949]
[-62439.76025403],[-86094.27849517],[-22101.41719426]
[ 36097.07674235],[ 80842.35885155],[ 92636.43263776]
[-32089.95034842],[-75671.56774147],[-3448.90829449]
[ 39662.65891761],[ 43477.30187458],[ 46235.19309922]
[ 34505.78710937],[-93023.77032089],[-52281.24208563]
[ 36810.2819447],[ 10583.70323028],[-79535.83617829]
[ 82170.85043637],[-47527.45333605],[ 87272.95158778]
[-82253.37660223],[ 98843.35830812],[ 53788.56387401]
[ 80369.43288812],[-6675.36538968],[-5264.09519315]
[ 166.25959516],[ 4010.80058836],[ 46886.03663211]
[ 67747.14502338],[-79360.29477869],[ 24514.53991258]
[-99869.85290179],[-83687.88491897],[ 16702.53382495]
[-25070.88051663],[ 38061.16407812],[-85877.85141852]
[-93446.60181808],[ 87055.66549258],[-7469.48876411]
[-50724.88156773],[-6362.35834871],[ 45895.20468974]
[ 22059.68312206],[-9750.50121762],[-83285.25919414]
[-14517.44462456],[ 92579.54967678],[-45688.85078668]
[-16411.43714365],[-31939.14412632],[ 90708.40316026]
[ 6161.77795055],[-27855.204845],[ 81482.40637633]
[ 43773.92951083],[-22283.85964526],[-94415.50158731]
[-77681.0857768],[ 82626.52056308],[-31763.27430903]
[-89240.23840757],[-50534.36737915],[-64032.54609889]
[ 6023.94160338],[ 67154.236095],[-25313.82370638]
[-12740.50685632],[-3919.27983745],[ 31525.48801274]
[-39414.95172195],[ 4842.98608764],[ 20725.2405291]
[ 88259.41807423],[-95231.30367135],[-39778.06746044]
[-59214.24218058],[-68316.49677027],[ 49273.77398275]
[-24579.4236068],[ 20413.7432221],[ 88785.87356789]
[ 34649.08459849],[-55943.56510453],[ 12754.00212735]
[-43923.61980033],[-90252.10598055],[ 70260.80455199]
[-6873.75656363],[-13153.28568523],[-46913.11071603]
[ 43048.47247547],[ 75706.09829647],[-40990.90920178]
[-50098.66243954],[ 41006.58881077],[ 85683.44517937]
[ 88887.95412347],[-72489.08525128],[ 28134.78290643]
[ 52254.18175329],[ 32374.51912626],[ 58665.43702144]
[ 22512.09176599],[-44232.69585108],[-94292.67436604]
[-17489.35796913],[-20879.41169308],[-73444.90798369]
[ 70633.0990109],[ 26381.65269131],[ 10726.61055593]
[-54893.87583615],[-98763.26736436],[ 99539.37211845]
[ 61268.26044796],[ 21559.6640169],[-36817.1245901]
[-61513.01023648],[-21261.30218186],[-79057.46854699]
[ 79264.19795472],[-66438.32143277],[ 21674.05002398]
[-29767.47414733],[ 34102.18359986],[-21884.53354917]
[ 54609.98883569],[ 17531.8041559],[-70083.00465723]
[ 92582.32772012],[ 1686.16873368],[-59238.11805481]
[-86877.5313161],[ 39070.47085309],[-81599.61942298]
[ 24598.76695732],[-40137.77708535],[ 10179.22918114]
[ 3315.63356294],[ 78629.1508111],[ 19409.63203965]
[ 58719.8856281],[ 82782.71973192],[ 67662.9588426]
[ 32406.78341191],[-55531.44846072],[-45631.05672581]
[-23787.77470204],[ 42820.18721182],[ 17256.80126001]
[-87765.93030904],[ 914.90341858],[ 59625.58020129]
[ 74200.90833013],[ 83724.57299975],[ 6552.62649095]
[-7750.24726444],[-34496.37823396],[ 54255.25504427]
[-35956.34221374],[ 48360.23900981],[ 12337.51445605]
[-61883.6019977],[-60446.23676028],[ 13298.56436044]
[-77115.90573878],[-40393.62407156],[-52433.92840515]
[-40542.44010807],[-3160.88716814],[ 23979.49706017]
[-73542.68177244],[ 284.99193308],[ 40778.48599404]
[-17380.74664991],[-33862.72300361],[-64378.00643805]
[ 12759.71009131],[ 66582.8746155],[ 8708.12823898]
[-5695.70225606],[ 70685.3916755],[ 97025.38305502]
[ 30489.41574845],[-66001.78963603],[ 84788.06818277]
[ 70852.81874326],[-50823.54691744],[-88189.18176713]
[-21522.86619922],[ 53323.75595479],[-59902.57241689]
[-68128.32989517],[ 57485.91904489],[-66953.92010645]
[-87023.09040181],[ 95168.55600571],[ 17676.52588753]
[ 24168.96591876],[ 48624.71484841],[-851.0469102]
[-50181.15040929],[ 26142.27783233],[ 58863.4111522]
[ 84898.54022876],[-86903.22738312],[-5301.85780399]
[-41922.54006904],[ 63866.425678],[-94400.5755181]
[-14748.75064296],[-28622.67159755],[-54229.46156431]
[-41716.75445803],[-18775.11270381],[ 80887.86322191]
[ 92006.49126271],[-50906.18155778],[-4164.33603433]
[ 20094.07485241],[ 23606.35640514],[ 89831.23877758]
[ 7490.93189001],[ 69042.43722125],[-98623.42766033]
[-74148.68941905],[-62222.96724107],[ 67472.80345154]
[-58288.42457738],[ 75970.63662539],[ 30543.87023999]
[ 25550.08482169],[ 98771.2289568],[ 25511.31375831]
[-14972.55877681],[-28529.6641584],[ 8597.94229498]
[-2888.67237214],[-23074.84529283],[-90181.20063682]
[-63206.42194843],[-40141.33523198],[-91153.00585553]
[-87203.96881251],[-44137.92997754],[ 88324.94216916]
[ 49809.10171437],[-5787.71966381],[-28680.25418928]
[ 65100.39670819],[ 30591.83925484],[-16242.00978587]
[-30262.58034651],[-17057.15594436],[-61166.30775606]
[ 74132.11833288],[ 32030.93619118],[ 84921.0927052]
[ 62446.55536343],[ 52467.01043539],[-33832.02094965]
[-40667.48237978],[ 56179.31099322],[-12435.57762829]
[-24435.32250556],[ 66241.96455048],[ 97209.8636173]
[ 44355.77955177],[-66519.96821451],[-48733.29676232]
[-76869.73656034],[-98502.85806832],[-36290.66953459]
[ 4152.35310762],[ 84558.33751068],[-23332.04806049]
[-13940.62282322],[ 96953.25553289],[ 77897.02611706]
[ 21750.84752038],[-71260.23228659],[ 58989.70948406]
[ 72081.04991973],[-76904.85790376],[-69824.06461767]
[ 90108.79305415],[ 64358.36839062],[ 25346.21620335]
[ 72812.10919186],[ 9975.19182009],[-29846.71549466]
[ 78946.54703485],[-87179.99628362],[ 76439.37878017]
[ 24628.42927451],[ 11657.15937061],[ 28297.90769224]
[-23281.96784399],[-37609.84520285],[-98363.68095004]
[-15021.79402086],[-70570.98322222],[ 2238.59458094]
[-86791.18524816],[-93317.25122659],[-19740.89576617]
[ 41923.63549288],[-89578.46667961],[-36850.29395864]
[-26985.70730568],[-36626.42499094],[ 14827.60689827]
[-94307.82722969],[-59435.10893508],[ 2675.78808496]
[ 62469.09508705],[ 80545.57970159],[-21517.60719204]
[-14519.32211814],[ 62238.75789796],[ 48582.04228827]
[-28444.93036229],[ 7207.66483833],[ 73558.84735466]
[-54350.08009929],[-64676.64380985],[ 99916.53918301]
[ 2328.59426667],[ 25738.72410192],[ 84288.48191905]
[-95992.08772023],[-10225.8415748],[-59731.89787528]
[ 67352.85295268],[ 60991.09957802],[ 80746.17556563]
[-92275.5082024],[ 29452.05580737],[ 4523.34418704]
[-30390.30544488],[-72260.95862135],[ 51578.07882871]
[ 68463.73612842],[-1987.84310394],[-1653.71026291]
[ 20072.50433334],[ 45982.46354527],[ 70693.33809429]
[-88869.05858094],[-95335.69247817],[ 85276.27328848]
[-64270.82450807],[-32984.07819409],[ 27491.88143767]
[ 33148.43217296],[ 40030.50127437],[ 51849.43924633]
[-78370.07805853],[ 1883.49015804],[ 33289.61244369]
[ 27312.49904867],[-42150.94218312],[-53307.93416355]
[ 19937.5210723],[ 25773.15692645],[ 35637.97973794]
[-88403.01559958],[-95151.66709633],[ 11111.45118188]
[-37180.48198697],[-18266.84940875],[-63541.6440516]
[-19604.88142231],[ 5945.09982429],[ 35886.88276816]
[ 64304.30795222],[-69629.424879],[ 8579.38187833]
[-38187.5726413],[-80153.222856],[ 45291.36364132]
[-44861.62011721],[-75407.44009018],[-53587.16386677]
[ 4333.66288234],[-29637.93408951],[-71288.75633624]
[-80980.49928286],[ 7574.47480012],[ 68881.49031126]
[-21428.1218926],[ 82477.82026102],[-15110.01790466]
[ 28681.46600671],[ 11726.03662533],[ 92822.6986081]
[ 73551.20928221],[-63116.72923744],[-96970.59351575]
[-44910.66075192],[-33000.69347778],[-24842.89205993]
[ 32218.46981344],[ 11716.6343116],[ 10065.9144029]
[-31724.68707711],[ 79642.79508589],[ 42664.83352056]
[ 27062.46488061],[-68493.28945112],[-86265.03673727]
[ 9664.61333087],[-53463.53565866],[-61.94702458]
[-6905.6768247],[ 25743.83000336],[-68227.70366023]
[-67698.70580281],[ 42832.7605102],[ 25485.39976011]
[-89869.20460215],[-10518.57287628],[ 1402.83044508]
[-51723.4205444],[-17993.37184049],[-87965.51012759]
[ 94182.97533094],[ 72403.35789018],[-42394.35667423]
[-64312.5058803],[-96223.27579093],[ 32568.79277388]
[-75653.11258632],[ 99878.38713307],[-31864.61951867]
[ 56033.88827564],[ 64381.57197774],[ 19738.34845198]
[-24005.85228514],[-3662.95124119],[ 96073.6252613]
[-54777.16923814],[ 80595.79613397],[ 42511.89208451]
[ 94968.16465424],[-67160.91509121],[-72003.54361435]
[ 14954.4895599],[ 67399.05668792],[ 64578.69558869]
[ 73258.87420179],[ 17818.90004299],[-73036.09921275]
[-5798.37922291],[ 76525.87072272],[-60593.35539802]
[-56306.51714704],[ 89880.34976316],[ 9985.90088323]
[-46901.56656128],[-87170.38880563],[-58512.69535006]
[ 67275.90940113],[ 72149.85220158],[ 86090.52447291]
[ 83.90697068],[ 50550.76006012],[-22353.70428994]
[ 86672.10486339],[ 20181.66985976],[-67465.31078104]
[-93832.14509039],[-27165.87360923],[-39661.3350707]
[ 39747.1595912],[ 81084.16027114],[ 33933.9521067]
[-38252.22572223],[ 53497.77142508],[ 68356.01715869]
[-56253.38710106],[ 20217.49513598],[ 21361.49800017]
[-10257.45748966],[ 18271.2510591],[-57591.50951875]
[-8827.42809825],[ 57764.86662536],[-88266.20553465]
[ 46816.63116331],[-17051.89866055],[ 33534.83866308]
[-22345.2360105],[ 68547.96001644],[-76214.92961377]
[ 51958.92330787],[-64701.48512517],[ 48385.06775449]
[ 54376.22203308],[ 95181.520566],[-12107.05304066]
[ 89143.57017498],[ 40399.98546176],[ 82275.10869154]
[-87729.95318873],[-81754.63376432],[-44250.61837598]
[ 69797.73870058],[-84302.32395919],[-78648.15282991]
[-88855.71910255],[ 98926.90987398],[-43022.58864707]
[-51417.82980309],[-32940.59586603],[-46674.70051343]
[-18318.0338949],[-44229.65104412],[ 32395.56766423]
[ 23832.36271687],[-73768.21549805],[-44257.285368]
[ 15966.43845594],[ 97107.51461075],[ 69803.99391056]
[ 20476.70041757],[ 70444.97915122],[ 16416.95517366]
[ 60299.98169635],[ 66695.46921561],[ 82961.25946173]
[ 81046.82465051],[ 72657.52214281],[-33922.8593669]
[ 16727.60458411],[-3236.20286542],[-50062.05977673]
[ 57182.03745237],[-95123.84394522],[-99606.56879353]
[-33933.92895231],[ 41530.32476734],[ 53815.12096534]
[ 14118.01152787],[ 71783.13137125],[ 58715.89777005]
[-19991.36949256],[-56903.90506475],[-78771.59938149]
[-57497.90804126],[ 16731.42280575],[-3934.94698501]
[ 28257.62485048],[-70465.3336964],[-97667.07090029]
[ 59561.51923842],[ 93511.76500989],[ 69506.07815736]
[ 68031.57063639],[ 15451.40537013],[-95968.96057749]
[ 37667.34224078],[ 85887.74916089],[-46913.91237011]
[-46460.25168327],[ 56868.25654857],[-85286.95630664]
[ 93330.91163558],[ 17161.54620296],[ 58899.99776878]
[ 13168.59336224],[-4290.24971954],[-2496.3324551]
[ 25651.68555355],[-39449.03205176],[-91479.81250511]
[-15619.55368021],[-62519.31784873],[ 92158.81509436]
[-10184.2318913],[ 45110.76857321],[ 47615.75388205]
[-79230.21583195],[ 65553.24590669],[ 71838.64619307]
[-31285.39555293],[ 48926.3129101],[ 63399.66550621]
[ 88428.84516752],[-56966.73248062],[ 70382.12837036]
[-48611.5289064],[ 33141.46150779],[-29897.03255491]
[-34339.9090385],[-54122.07479224],[-97924.54545374]
[-4966.90472567],[-30292.94475018],[-60999.49197767]
[-95975.48128763],[-16360.97023692],[ 19328.84008092]
[ 88100.72166933],[ 51990.16703366],[-91065.47605719]
[ 1943.09183996],[-47105.64941187],[ 9906.84515163]
[ 72291.72676236],[ 22118.64394864],[-752.37942712]
[-59309.96382845],[ 50107.83719812],[-6482.02791387]
[ 65334.83865796],[-66585.41930261],[-9434.52039719]
[ 63359.07541256],[-97484.81085068],[-6177.58913164]
[ 44659.91778722],[ 36516.92566036],[ 96835.62441368]
[-79572.42933921],[-2436.92980825],[-95689.42467683]
[-93331.00850648],[-69726.93878207],[ 50584.83230112]
[ 5236.61979452],[ 79529.3490206],[ 86651.8880851]
[-64535.23479783],[-6226.31844943],[ 16921.70715425]
[-61050.38537742],[-92701.00508601],[ 50347.34967027]
[ 99162.96540077],[-68934.24771705],[ 30555.81829128]
[ 47629.7371803],[ 11434.66400954],[-98541.54074551]
[ 73018.93812355],[ 92316.533285],[-69100.927738]
[ 57440.23169894],[-35105.2662608],[-5209.90466042]
[-43383.47721215],[-76434.03852716],[ 1979.70409418]
[ 72478.50592956],[ 23772.15875975],[-80757.41247845]
[ 35521.93022335],[-27152.4553046],[ 5040.74597924]
[ 60429.41618442],[ 31240.55402528],[ 84837.90436753]
[-68090.15945101],[-81138.78604833],[ 80875.27203162]
[ 84291.80183711],[ 98624.1678244],[-11416.91186303]
[ 2328.4054669],[-68525.21488197],[-73619.16507467]
[-85266.07275165],[-12555.95275227],[ 66441.21336334]
[ 50845.65636274],[-32092.89867324],[-18610.27179984]
[ 9129.10246461],[-78040.79454296],[ 40940.73559186]
[-704.25770098],[-99549.32539252],[-68061.85765749]
[ 9637.07459857],[-50284.84088015],[ 62014.06936481]
[-29923.3226198],[-78465.37964702],[-14821.52930009]
[ 41262.32788053],[ 23311.54099129],[-60280.38488331]
[-14220.6866322],[ 75518.30754373],[-67792.38387354]
[ 33486.60101781],[-95708.0665602],[ 50215.91768498]
[ 95414.38137157],[-1975.52779876],[ 98860.40170878]
[ 29221.64702034],[ 5349.80263531],[ 23262.93950004]
[-37046.01588176],[-30086.20152802],[ 23389.57077467]
[ 41060.08701073],[-2964.03522667],[ 38062.50414888]
[ 71243.52932436],[-37599.12717099],[ 75871.80179501]
[-25751.06599836],[ 1440.23302329],[-74071.6715348]
[-9131.73002074],[ 32208.43709136],[-76169.9870609]
[ 70627.64593861],[-84884.68150027],[ 12562.07858941]
[-67209.1637787],[-62015.59961892],[-22635.08325751]
[-70291.62047569],[ 85374.23800562],[-52235.66012898]
[-6371.84123985],[ 82702.56821811],[-33055.55830539]
[-98319.01944328],[ 64587.2155975],[ 82566.33745784]
[-18966.02541335],[-58013.26284949],[-89142.85836285]
[-10871.99192055],[-21526.26826856],[-25920.17316277]
[ 34242.89989733],[ 39293.14634186],[-54050.23771247]
[ 55332.38924039],[-47845.51192471],[-35755.23793806]
[ 19706.99745732],[-82712.85164856],[-64228.56136737]
[-113.53244066],[ 3794.0497943],[-74327.48131118]
[ 52465.41093305],[-13291.97904811],[-98319.8444131]
[-95696.70552174],[-55011.63236491],[ 80967.76426259]
[ 39333.85538113],[ 56622.38452784],[ 68817.61798749]
[-55880.55777726],[ 46448.05617449],[-93822.01030728]
[-94122.38593391],[-1287.10161769],[ 80580.65041224]
[-65272.51266062],[ 11409.33306229],[ 74063.75684223]
[ 28599.93772037],[ 10667.26522959],[ 92967.66726247]
[ 41363.42016329],[-2767.5671207],[-37835.0430817]
[ 62296.32813749],[ 45831.80365081],[ 16101.02264716]
[ 92820.18288403],[ 79315.64825861],[-51123.85330399]
[ 44283.9845764],[-32253.30278543],[-52443.16925282]
[ 40357.60320504],[-76280.02458089],[ 87401.63989486]
[-58737.09327922],[-69960.39591058],[ 21091.88772213]
[ 21086.10910822],[ 299.80035106],[ 81803.1993245]
[-10303.80191379],[ 22641.96150608],[ 79022.29876403]
[ 2614.307894],[-97764.46442368],[ 95922.19580027]
[ 87374.81503923],[-33953.45264915],[-56730.87338976]
[-95014.5261486],[ 6577.29140554],[ 75458.24762861]
[-46700.75761535],[ 82109.63843408],[ 2090.88774099]
[-27806.43030502],[-42973.64018145],[ 81190.3397623]
[ 54194.55546803],[-54490.74860325],[ 3152.22990557]
[ 79392.69899028],[ 57212.56540124],[-83828.1822529]
[-52292.78419733],[ 99716.60745573],[-5467.57222095]
[ 37781.57303281],[-93352.21480803],[-20951.32472491]
[ 92301.73651607],[-39706.12662545],[-71294.88359184]
[ 43259.02027575],[-73574.67723766],[-40620.0486551]
[-15836.20492764],[-64600.26319441],[ 94901.74403976]
[-34339.72371094],[ 83058.50045614],[ 79553.65640608]
[ 62935.31967139],[ 8242.9324129],[ 84929.39068053]
[ 70039.12084102],[-68753.30701266],[ 77052.23042036]
[ 58807.33794578],[-7708.31390702],[-77508.56575929]
[ 77010.3684408],[ 38078.24480773],[-78305.84302113]
[-29822.43658366],[-18720.04627976],[-24730.06355859]
[-20824.8085098],[-13318.09748392],[-62224.23174517]
[ 57842.9347632],[ 18497.34502395],[ 64447.23447145]
[-94919.1988935],[-71598.73757082],[-15498.33586294]
[ 63141.14496867],[ 78769.46153249],[ 92074.47738206]
[-14603.94776067],[-45391.28029761],[-18099.79252359]
[-61976.88245731],[-13404.5542033],[-26648.68616115]
[ 85441.01334378],[ 61028.11058273],[ 69370.00661643]
[-92006.17723412],[ 52473.32820576],[ 76032.17434984]
[ 68234.21155445],[ 8262.42770883],[ 36935.82004909]
[ 29337.85383847],[ 38982.8146444],[ 95130.75792434]
[ 1525.39603136],[-56414.44583441],[ 16153.46155048]
[ 79125.45693662],[-28552.9288306],[ 77786.91839722]
[-50616.54343005],[-29564.59234211],[-62955.85460211]
[ 21177.5953935],[-20298.61634078],[-2275.96057273]
[ 61466.00918211],[-37819.49836759],[ 56643.71293661]
[-8687.10316952],[ 47254.39968374],[-22226.50149393]
[ 85049.64124132],[ 5537.84116159],[-77475.34078161]
[ 4800.45365652],[ 1079.96484391],[ 64066.38916579]
[ 31573.71031388],[ 11459.68632133],[-92800.93767456]
[-72587.47915173],[-83041.25398216],[-4904.41489525]
[ 34371.87003895],[ 35309.03230178],[-5781.89954825]
[ 11174.00562988],[ 32062.51430271],[ 52339.37025366]
[-23816.63164937],[-2155.72841109],[ 91903.74129528]
[ 26609.54395076],[-87614.89856698],[-22270.62099279]
[ 55727.97152949],[ 84329.13960735],[ 18125.60498764]
[ 41844.3040935],[ 61039.55853031],[-26234.29610598]
[-84780.1488238],[ 17605.13554181],[ 90030.59090333]
[ 71266.35995489],[ 25865.65520145],[ 29193.57879897]
[ 3301.08970785],[-76248.68982405],[ 60997.83996411]
[-38096.61782175],[ 6748.42418734],[ 53426.1953559]
[ 45819.53967403],[-2145.54399989],[-29185.01614178]
[-14591.54190703],[-18019.5217482],[ 41664.00836564]
[ 15014.46095367],[-21909.12987654],[-21209.3492943]
[ 45454.3190342],[-48105.71248969],[-31.1664015]
[ 75725.47246766],[-49247.75669865],[-64317.85685739]
[-99104.13557533],[-28146.98645038],[ 4383.07008338]
[-76192.30758176],[-81738.00953264],[ 51981.52455547]
[ 45538.23400633],[ 34268.44503911],[ 81870.55140961]
[ 96748.90587458],[-67565.4709776],[-95915.34078475]
[-4384.01935204],[ 80993.57537302],[ 7238.04185226]
[ 60140.74389087],[-98136.90605705],[-99676.77903321]
[-87316.64599411],[ 1874.36731389],[-9242.31878891]
[ 98482.98670183],[ 27431.77538041],[-48157.18453774]
[-10708.19021822],[-47245.05300562],[-34573.78339641]
[-90196.37991438],[ 13382.35227759],[-46219.94800853]
[-87671.29247664],[ 56258.1920172],[ 9655.61126754]
[ 68997.50863391],[ 6988.16000433],[-75492.79991598]
[-65965.80852207],[-82103.66052637],[-58299.76815293]
[-32249.04244205],[-46557.02954251],[-68345.40966115]
[ 5125.35795231],[ 60611.13582705],[ 40362.87997413]
[ 2718.30621999],[ 73153.83881116],[ 98850.00623065]
[ 298.15927587],[-56922.32003802],[-28842.39434978]
[-54104.76304975],[-28092.89271503],[ 35927.63454008]
[-57011.8692592],[-52694.55222865],[-3705.89602024]
[-56362.57637701],[-4013.75923215],[ 63559.86365114]
[ 34307.351833],[ 60441.79990369],[-34374.5661357]
[ 35817.97087236],[ 27853.70490001],[ 75827.05289416]
[-84094.01268135],[-67582.39034275],[-23760.99535123]
[ 1461.64147718],[ 94448.52028116],[-12325.53608599]
[-21507.04618232],[ 5278.71219386],[ 26839.03389367]
[-44939.6996337],[ 6710.73858892],[ 28885.2772807]
[ 87672.00681329],[-17723.10514383],[ 66376.54553535]
[-93900.63378164],[ 47758.95391473],[ 54082.91820802]
[-32500.5661368],[ 57836.37918451],[ 26543.93714625]
[ 68011.75885587],[ 49802.8425348],[ 65017.5007175]
[-86847.33816715],[ 18714.96341565],[ 46064.15317592]
[ 30416.44032619],[-66782.49763571],[-98873.12432821]
[-71901.65894328],[-12286.64675464],[-49106.57528887]
[ 62213.16289209],[-38252.36147025],[ 70764.12913879]
[ 11039.83323573],[-29427.51148781],[-97474.46021881]
[ 52992.79373035],[-33489.83053211],[ 46398.57904198]
[ 90292.00320296],[-21118.6393266],[-74427.58306874]
[-70980.70465023],[-59002.87226371],[ 29641.42716978]
[-3558.61945598],[-27762.14058397],[ 74036.0106057]
[ 77766.18762978],[-89269.14362272],[-42031.11803246]
[ 55510.85440459],[-95819.6480369],[-99454.38427264]
[ 46083.81642142],[-53666.92812729],[-74138.83577533]
[ 16316.28310431],[-50997.47925179],[-59628.57255249]
[ 31373.8161516],[ 12624.72941773],[ 63170.96991842]
[ 10562.7240828],[ 67342.26262492],[-98708.70438503]
[-56778.34671693],[ 63957.52650508],[ 69053.08482222]
[ 50228.11680919],[ 80913.77718211],[ 63539.56860884]
[-59429.74132341],[-22810.89454258],[ 57799.88141191]
[ 22022.0188361],[ 36152.04817568],[ 40728.71656682]
[ 25044.28199137],[ 18769.87342628],[ 49741.43118795]
[ 12361.51845156],[-12618.61939803],[ 84960.30930402]
[ 80551.58462533],[ 3072.52274361],[ 17869.41229275]
[-28229.78388206],[ 44490.26158871],[-36235.51674058]
[ 91226.33984305],[ 64407.29439953],[-37074.68476198]
[-44757.49823212],[-45860.7531746],[-8186.92545823]
[ 35611.57669594],[ 36608.26664078],[ 95418.78874376]
[ 11141.75571977],[-41146.12403656],[ 66701.61886533]
[ 37462.00756294],[-76667.20351136],[ 23261.3355251]
[-89530.10046677],[-92264.27197337],[-72060.88013599]
[ 98794.59609356],[ 43303.79137893],[-91122.89168585]
[ 65168.8674603],[ 75440.39892335],[ 12208.63710227]
[-24293.69235027],[-71465.48005106],[ 7213.21129629]
[ 78215.92073945],[ 26330.12904923],[-45353.31416953]
[ 63148.38461418],[-12549.16161912],[ 78899.5623967]
[ 78619.68180584],[-24250.54157751],[ 60390.22707342]
[ 99202.04967451],[ 24676.09523477],[ 91421.32430098]
[ 30997.65348226],[ 23026.21087656],[ 80202.65076971]
[-4925.70942102],[-16650.11881343],[-30979.35668139]
[-16935.18056575],[-12172.39697142],[ 71421.77605419]
[-27557.05614306],[ 77736.2565461],[-85642.33893903]
[-84167.45471064],[ 39187.20634987],[-73497.09227051]
[-85908.8156719],[ 50095.68003988],[ 36845.99456617]
[ 4476.19041391],[-60308.817567],[ 90097.18119629]
[ 6325.85522099],[ 38903.17524543],[ 82910.024398]
[-84279.45261214],[ 87992.14940227],[ 84870.49708626]
[ 10912.39814039],[-70149.84084151],[ 80913.6539712]
[-31794.27887592],[ 70906.17579281],[ 7622.19547201]
[-93475.25153122],[ 58178.78479903],[-12362.01438775]
[ 73143.25446203],[-26288.67576587],[-21926.44053454]
[ 15098.45754844],[ 75520.79167741],[ 57467.99816563]
[-67999.77553267],[-7282.77739236],[ 87080.76864237]
[ 52752.45497252],[-44228.00830292],[ 3569.85705037]
[ 75802.3600021],[-17948.24963555],[ 11421.87881643]
[-80420.50374386],[-94334.06810851],[-62883.84845747]
[-355.88639031],[-31675.9209109],[ 33979.80513431]
[-20566.73290452],[ 51395.02796863],[ 39967.77959911]
[-6925.87751701],[-43956.39140763],[-85751.67235412]
[-25833.55199109],[ 32834.35465888],[ 66888.62557767]
[ 52963.5608248],[ 61069.68216069],[-61176.42516998]
[ 32034.27218954],[-92944.39275782],[ 58687.02467621]
[-80765.3053562],[-75243.07791097],[ 24120.58115598]
[ 3613.24385429],[-87157.33306842],[-3476.07398313]
[ 50413.54481061],[-28852.814095],[-47003.78454397]
[ 7182.2979161],[-37518.98915716],[ 35571.0340914]
[-66322.25715883],[-60476.7690321],[ 17220.29592636]
[ 96172.13376703],[ 33918.11962605],[ 28136.22994516]
[ 43867.27745436],[ 86168.33997237],[ 57595.96064892]
[ 63677.53852545],[ 41472.79778827],[-60117.62476475]
[ 22961.68717769],[ 92598.71818513],[ 17069.47475517]
[-58869.95165493],[ 99482.21723235],[-34449.02789349]
[-20997.84003586],[-8593.72442465],[-25371.29349304]
[ 9264.31821167],[ 87983.50504411],[-54864.98761635]
[ 95216.11743999],[-22485.02972314],[-53467.14362235]
[ 72186.41562739],[-81148.16497174],[-19654.6552587]
[ 20614.46527214],[-44141.96464949],[ 42242.08036912]
[ 26427.29649095],[-98614.4837294],[ 82107.9489365]
[ 16978.94722987],[-91598.23970542],[-3218.78200855]
[-19315.11267526],[ 98073.00975437],[ 90931.39028757]
[-81516.71169961],[-52507.35315613],[-45708.9419066]
[-82701.97763356],[-90950.50355115],[-17749.56295088]
[-43219.61014001],[-35703.07034416],[-61863.56094992]
[ 38461.72238891],[ 19724.8021875],[-92899.31132484]
[ 59007.88112851],[-7063.97047627],[ 87712.70383459]
[ 14060.77749385],[ 76915.61398397],[-97482.41389977]
[-7425.8251951],[-59612.06554313],[ 73094.18161725]
[ 91534.89439237],[-57925.03425985],[-7392.99310728]
[ 64551.98262477],[ 66515.09956699],[-77508.91846005]
[-51531.07070679],[-82235.29626134],[-98936.76709905]
[ 8215.81601802],[ 60790.72399547],[ 88910.73946579]
[ 55525.5033402],[ 68891.58062374],[ 29780.45655752]
[-18391.63642914],[-34696.26659209],[-21993.23504201]
[-36673.33443569],[ 29137.63190562],[-92252.56787358]
[ 79096.16251869],[-10205.98620452],[-79633.21185636]
[-87840.5341136],[-19276.49082729],[ 56110.90830886]
[-37639.0162504],[ 39883.34776105],[ 49296.80773042]
[ 81664.13890414],[ 75417.78667674],[ 83796.85390116]
[ 57513.2475694],[-25784.74537017],[ 96673.86574431]
[-52379.60449881],[ 99048.85585753],[-27141.92193725]
[ 8055.68293029],[ 19781.96151617],[ 58684.90807043]
[ 2267.3161766],[ 17770.39424037],[ 67400.54375849]
[-75916.74471554],[-49175.37275837],[ 8867.20753477]
[ 34081.33182601],[-55243.91754965],[ 52970.13614951]
[ 1451.83740402],[-71179.12584811],[-63805.01965827]
[ 36301.65874719],[ 66052.06563775],[-76155.29958836]
[-99288.45087894],[-33734.12184488],[ 41950.11753378]
[ 1648.07844258],[ 54198.32918784],[ 91660.95203559]
