[ 64752.83540698],[ 82848.72287671],[ 83090.59372433]
[ 2816.66923669],[ 85367.30265827],[-29543.1867248]
[ 22695.04884638],[-8425.09592953],[ 38179.24815267]
[ 78649.3134529],[ 53252.30588965],[ 92288.99437623]
[ 98490.08829306],[ 10176.7644671],[ 78179.33047496]
[ 66967.26789403],[ 49812.1133806],[ 99093.89168321]
[ 65408.9320525],[-36254.95744264],[ 55277.69085873]
[ 67728.88761706],[ 89625.38148662],[ 33901.35285344]
[ 61168.73890196],[ 33117.23016212],[-16973.03465315]
[-96949.93013298],[-4063.74029717],[-31819.12451867]
[-75209.43998658],[-71193.20233531],[ 14392.75259309]
[ 6248.08099676],[-14863.00421978],[ 34276.14284002]
[-89729.92074586],[ 11065.56424544],[ 60532.33993742]
[-91317.68896559],[-83170.36221486],[ 965.54876409]
[ 25741.72652719],[-73903.78773374],[ 67277.07790252]
[ 44871.28686815],[-43712.13340555],[ 57091.74786607]
[ 99965.49340948],[-36204.64942449],[-81354.94489877]
[ 9373.13213663],[ 95897.78550293],[ 93526.76083172]
[ 2713.74354783],[-42511.77309398],[-35512.64991228]
[-82629.55448801],[-68313.66791928],[ 75418.64520438]
[-55619.79981667],[ 61365.3437821],[-98970.78703168]
[-46402.66989832],[-36545.93737474],[-94008.49495109]
[ 99774.94078205],[ 99150.65779912],[-41357.67442552]
[ 95225.23849239],[-46161.92941054],[ 49538.13810127]
[-23134.10562655],[-49602.34768864],[-85022.77326634]
[-1183.54267921],[-56047.7422753],[-4422.52365103]
[ 24797.72684066],[-72454.66828311],[ 73064.65956174]
[ 58488.21322404],[ 2806.99805631],[-34154.49651124]
[-30899.34697872],[-78262.52624213],[-42687.4869323]
[-2885.20377036],[-8287.01996963],[ 37819.19867338]
[-34901.47101908],[ 18264.05407338],[ 74358.2008099]
[ 53147.49192414],[-36030.78731109],[ 89695.7682405]
[ 45377.36496335],[ 30940.76219978],[-7889.65893744]
[ 75012.00939855],[ 86803.48636467],[ 10596.44635081]
[ 55171.25311674],[ 48143.84764625],[ 55403.2193045]
[ 99332.94621855],[-75600.05145553],[ 28679.74277235]
[ 83715.69093248],[ 66534.20537821],[-31410.84770633]
[ 98875.24940939],[ 37526.1755209],[-29874.57981175]
[-82444.40597155],[ 62287.30680369],[-1773.67394892]
[ 14996.35656329],[-46061.10645148],[-83676.76097223]
[-25371.92555876],[ 84157.99833615],[-36116.91721954]
[-88193.40515995],[-2626.73149357],[-34954.24568289]
[ 82013.13327403],[ 82325.41674372],[ 91785.8662114]
[-22717.11670214],[-22590.47401836],[ 19443.96117466]
[-46957.8269748],[ 70890.57852151],[ 82458.91153554]
[ 87375.61375443],[ 98482.33249161],[ 80750.73698533]
[ 48892.64344464],[-70611.81601232],[ 73497.02006172]
[-49856.30879392],[ 1306.80302298],[ 65964.69418528]
[ 39068.56894684],[ 58580.06734103],[ 69274.96230828]
[ 28216.66297744],[-79013.86710578],[-9622.06513741]
[-59260.08891629],[-75831.75373967],[-44422.31374307]
[-14538.6205877],[ 56149.54517686],[ 36642.62337399]
[ 35582.34813457],[-91986.48722756],[ 36596.70643154]
[-93464.32259422],[ 17089.44655751],[-49941.50075773]
[-88632.52555997],[-19146.6473554],[-28133.43183394]
[-2621.19080518],[ 52053.2514899],[ 70973.59834251]
[-79311.18855233],[ 59683.92526491],[ 77186.66417103]
[ 2423.25419867],[ 53627.14497299],[ 39314.11696192]
[ 30900.81923153],[ 55082.47358498],[-91482.0677647]
[-21907.85964017],[-39933.84031792],[ 24638.31241902]
[-54216.59537487],[ 15072.22769547],[ 19760.06536811]
[-74811.4014883],[ 94079.55695424],[ 4892.50325092]
[ 22035.55475189],[-79125.76809875],[-12457.70379633]
[-15464.01950771],[-53311.89740228],[-3895.209317]
[-26570.44341354],[ 12296.80826793],[-15399.41507137]
[ 57833.98200501],[-42578.29531712],[-54062.04194501]
[ 73593.00273574],[ 97194.6929537],[-53904.43717197]
[-44883.11977529],[ 68449.02795536],[ 78064.52183992]
[-81675.11245746],[ 59186.79233585],[ 23774.017588]
[ 66113.22144197],[ 54705.2484493],[ 38338.25547267]
[ 73635.9108136],[ 16843.6710625],[ 22875.67597326]
[ 44221.77660379],[ 46177.45039669],[ 43501.93663641]
[ 19573.41078305],[-12825.72835671],[-81787.76856727]
[-88066.65867485],[ 98064.3847604],[-31650.66126516]
[ 66717.48871577],[-15876.41271578],[ 75907.99006756]
[-31272.33779393],[-83977.04220993],[ 77153.81390564]
[ 29012.9177419],[ 21250.21507628],[-82582.26631135]
[ 14619.26899362],[ 52228.41387517],[-83958.17802537]
[ 80653.45576392],[-99993.45402126],[-54556.98601411]
[ 19163.86100701],[ 12790.6943508],[-73360.90745382]
[ 75734.43249709],[ 3498.26129211],[-42632.11734667]
[ 7866.16348206],[-27598.99971712],[-81780.61041779]
[ 67039.34940705],[-86719.75675283],[ 77446.07741042]
[ 56587.3089055],[ 79839.56994627],[-51672.52742426]
[-6232.55508415],[-25198.6241785],[ 1914.11313464]
[-74396.81405315],[ 41039.6148442],[ 47015.72694914]
[-89837.3515355],[ 48545.51547261],[ 22427.83386898]
[ 88238.72141846],[-54891.01733602],[ 66462.80719415]
[-46935.24187456],[ 23725.40062312],[-48768.25225323]
[ 92658.93523254],[-87398.79030305],[ 57414.44984344]
[-59796.47066224],[-95738.55464361],[ 79275.38485679]
[-8118.57866025],[-66195.45554142],[-713.22600697]
[-47693.36179874],[-20266.95083458],[ 24541.136552]
[-39775.04153268],[-76117.52037258],[-46844.33745224]
[-29402.26529869],[ 15662.07903029],[-6180.58258354]
[-50766.19318823],[-74651.02241519],[ 49890.39051264]
[-4862.96696166],[-8489.10781269],[-96018.76742968]
[ 41388.43699766],[-32890.73100789],[ 49812.69143031]
[ 93987.0229643],[ 90341.06789816],[ 55089.17871638]
[-9778.77864824],[-2565.94252832],[ 44946.47133071]
[ 31821.19504939],[-61380.02125208],[-70741.17083062]
[ 62751.37562502],[-28932.00965348],[ 2615.64664741]
[ 6108.61159526],[-71348.18298705],[-9715.17437958]
[ 50393.7386346],[-88329.00406941],[ 1877.80280912]
[ 37618.96143731],[ 203.22981852],[-35837.2510484]
[ 90331.70608533],[-36761.90540658],[-40967.63692889]
[ 85573.0752277],[-34494.41349327],[ 51756.83808758]
[ 38995.15831871],[ 44651.48479015],[ 58976.56736804]
[-45173.79827331],[-53553.14760036],[-7315.86700119]
[ 66973.04129462],[ 39433.05891928],[ 95110.9256031]
[-30472.85804868],[ 48717.33784686],[ 64518.57659241]
[ 70544.55159329],[-50264.35936695],[ 98169.53038152]
[ 12786.06402691],[ 53951.52095663],[ 91054.08811233]
[-13701.74333027],[ 41592.47373774],[ 83602.99276949]
[-45587.95898618],[-99993.68168411],[-59108.54246644]
[-37602.87907456],[ 22117.50265796],[ 88518.67610053]
[ 86489.18847346],[ 93366.80181765],[-81172.50691597]
[ 78510.56773024],[ 46647.15143004],[-53290.42609513]
[-84253.61749104],[-1598.14721443],[ 64572.8606668]
[-50390.63257753],[-38604.54491289],[ 39968.24339677]
[ 59840.90010619],[ 23347.8839845],[-58385.00339824]
[-52249.72804163],[ 69314.83664566],[ 74075.36434304]
[ 9195.44078772],[-86684.94233241],[ 1790.7501799]
[ 4906.04656448],[ 59493.79739141],[ 52197.93806422]
[-45955.14643819],[-64621.10464215],[ 25335.93225025]
[ 77148.70386885],[-13196.87446974],[-22075.68327413]
[-58787.52032876],[-57798.65463907],[ 54088.81211628]
[ 48051.78673742],[-56444.4235909],[ 96305.31213806]
[-61814.01126079],[-67878.55923454],[-77532.12894708]
[-97039.81658345],[ 57722.94641035],[-19877.50175587]
[ 48319.2404869],[ 53506.82007243],[-66746.38431302]
[ 74016.93849938],[-16752.97662124],[ 9848.35014666]
[-56011.61695454],[ 93693.66549835],[-62949.55552522]
[-26820.6595676],[ 85000.026547],[ 52805.09569987]
[-34905.99374002],[ 4047.57360158],[-61975.54072717]
[-76023.28234112],[-51551.39691374],[-86954.88575532]
[-18991.01468297],[-92747.70490086],[-53052.42403456]
[-15193.31226328],[ 44557.39719166],[ 78020.92801017]
[-11801.9882015],[-45839.50605122],[ 2269.63270939]
[ 80562.37712939],[ 38932.17305238],[-57905.0804315]
[-21446.90667866],[-18021.20203559],[ 33741.84381515]
[ 96675.30298185],[ 7115.65237339],[ 63726.63686139]
[-12481.09542258],[-53358.81240269],[-60646.90872775]
[-45947.90670464],[-1448.12547187],[ 96790.0588161]
[-4201.22004681],[-38170.06921108],[-81757.97986647]
[-58173.03030604],[-7675.90737437],[ 78470.7753485]
[ 90471.91272867],[-56127.54009596],[ 57731.72938222]
[-63086.67965769],[ 50760.68402679],[ 64397.47381246]
[ 93619.97330108],[ 89240.94889507],[-30259.50863165]
[-83585.95802343],[-27551.00627267],[-33031.22504525]
[ 28958.88208402],[ 35137.03987197],[-48141.14657395]
[ 21402.18815086],[-14509.38432001],[-52843.74366673]
[ 13512.09048346],[-79761.14654785],[ 17735.75036133]
[-45149.95656732],[ 63016.65854834],[-51.43794679]
[ 82391.36857027],[ 87612.45351331],[ 87276.60981106]
[-55785.07256635],[-21379.9413868],[-22503.53302406]
[ 30662.0371359],[-42595.1122401],[-79078.37546175]
[-97155.75795629],[-45364.97150013],[ 42779.55153786]
[-55254.97265826],[-81817.35873163],[ 73555.75574053]
[ 20228.35006207],[ 39379.08702269],[ 28555.82192556]
[ 20461.19549063],[-19186.90872391],[ 73135.40423042]
[ 1240.1484905],[ 68165.00440087],[-19616.75684052]
[ 72177.64637398],[-12191.62966238],[ 55855.99599988]
[ 65105.46700771],[-85686.77420663],[-74310.26815444]
[ 66659.05130113],[ 72809.56784092],[ 15078.78005463]
[-61901.85397889],[-72067.20977603],[-44407.08689735]
[-27460.71951205],[-34184.79148534],[ 68144.69656475]
[-24502.74111575],[ 4310.29989302],[-16262.85410967]
[-73428.59462815],[-32067.89338674],[ 92008.18680454]
[ 56063.99437166],[-65731.6018374],[-33491.22524788]
[-21846.7808633],[-34273.450086],[ 90451.9532245]
[-59883.71569978],[-67081.32542318],[-85573.69897151]
[-43732.3570463],[-95819.45626304],[-25812.67929194]
[-17410.4263207],[ 14172.45551737],[-1462.92359832]
[-35167.1094454],[-75.70903266],[ 21496.68395671]
[-51464.59453072],[ 76823.29000557],[-89598.14562609]
[ 51225.30457236],[ 92190.98229556],[ 79128.89686338]
[-31932.77466261],[-92458.93805788],[-38327.60813817]
[ 89936.70900386],[ 780.84100403],[-83583.46495662]
[-44541.56640803],[-90075.15288132],[-1724.94456412]
[ 5807.91148739],[ 82526.85581191],[ 13836.71390059]
[-58472.12351008],[ 33519.24979843],[-12228.36566353]
[ 76730.73827045],[ 57871.22272894],[ 62785.01488487]
[-79436.26377519],[-61847.08977884],[ 60199.46353639]
[-33090.02210593],[-3136.63943641],[-55761.46044466]
[ 67221.68101024],[-90437.97576841],[-68594.01407851]
[ 95073.36042425],[-99714.70925359],[-45489.31984641]
[-36996.79179894],[ 28862.72070298],[-28585.05602206]
[ 46772.03122574],[-80320.56505849],[ 14084.20308638]
[ 62008.61366504],[ 76130.26804555],[-36159.90517883]
[ 94074.51688377],[ 25325.51030716],[ 16211.90104358]
[-74051.8730793],[ 83242.25530754],[ 96133.01747313]
[ 13559.41418431],[-98992.6826431],[-12543.09832467]
[-42129.40137472],[-20766.16856265],[ 67180.20036277]
[-53660.81079413],[ 98847.65150082],[-25828.5779321]
[ 26168.79148883],[ 48250.33998506],[-25571.89962953]
[-74926.95947853],[-62173.89516612],[-72925.42119956]
[ 82950.18098291],[ 45641.67999633],[ 88266.89033649]
[ 81481.16246245],[-78453.66906479],[ 82653.47702959]
[-33612.11268577],[-18869.84358909],[-81158.81787547]
[-8491.77678316],[-51862.87593815],[-45147.33264166]
[-55970.40384748],[-9252.78401986],[-73454.13221196]
[-92574.71608383],[-28509.67303942],[ 25928.66041635]
[ 71234.1610127],[-67739.02853976],[ 32233.77689836]
[-56205.08244001],[-83871.54646991],[ 92934.23503453]
[-17756.98257103],[-31686.69031422],[ 62414.49303629]
[-52699.09307152],[-29769.95570386],[-39831.08994041]
[-88587.42549844],[-42005.6944244],[ 75773.90341646]
[-60467.61406027],[-13592.28256421],[ 22684.32747957]
[ 2759.38608436],[ 77024.14027446],[ 17388.42004825]
[-57743.74666452],[ 89646.09630664],[ 56076.19975004]
[ 21800.02321958],[-32433.26865032],[ 48869.44762032]
[ 19496.72935195],[ 4905.14468317],[-58833.95583388]
[ 40471.00808329],[ 44208.8086554],[-79495.49211134]
[-36919.09404683],[ 77174.60412939],[-32619.80601792]
[-16536.45111808],[ 58468.77375947],[-95332.8064314]
[-82857.23966431],[ 30117.62875468],[ 20875.61341021]
[-31679.19536839],[-96822.67804604],[ 17720.35641635]
[-7829.00318289],[ 18196.70631587],[ 63857.61428668]
[-43904.58971143],[-46189.8592881],[ 14958.20660218]
[ 74397.75036234],[-52766.12768102],[ 3732.83180577]
[ 30104.86055196],[-89800.93120524],[ 70246.69644737]
[ 10893.11442275],[ 19470.00335027],[-74085.74277941]
[ 2972.47054417],[ 60220.8063324],[-10266.37612302]
[ 22962.47822985],[ 89304.27924663],[-42305.19988352]
[-42044.34679308],[-11604.71884334],[-57369.87428975]
[-4420.82859421],[-81609.22972948],[ 32469.23945095]
[ 49520.7319311],[ 45435.84358167],[ 99648.79577225]
[-98428.26495279],[ 37908.93859737],[-9431.94845159]
[ 55773.300665],[ 90961.08248866],[ 73219.53024144]
[ 36853.28959515],[-32105.74653043],[ 35962.12776638]
[ 21356.5240501],[-70093.51289301],[-68771.73498244]
[ 74792.28102102],[ 179.36237379],[ 66148.23507118]
[ 94913.01244754],[ 9711.92685476],[ 32360.95531397]
[-34576.61476603],[-46487.21745212],[ 83428.51690909]
[ 94335.42591638],[-13110.70029203],[ 78712.07358141]
[-64492.29559559],[-65043.10083932],[ 35267.61527005]
[ 61191.97105242],[-99040.12599783],[-44838.9239313]
[ 46883.21188267],[ 5062.9138993],[-57306.60313649]
[-81192.126635],[ 41727.36936745],[ 38050.40838242]
[-3984.54601814],[-52192.29500251],[-14004.57057849]
[-13994.22804929],[-3773.85791657],[-31549.89073865]
[-8283.51386249],[-91690.88924101],[ 67623.92707081]
[-80441.09194328],[ 966.57992143],[-41358.16741147]
[-67057.82963569],[-21454.28814554],[-25811.87676187]
[-39207.971724],[-84702.80248097],[ 20701.60002398]
[ 29228.15954873],[-3555.05126405],[-70964.98403712]
[ 43806.9925973],[ 44557.56595133],[-83085.29931415]
[ 50697.28895993],[ 32175.35727428],[-82337.82600855]
[-51497.54595097],[-5148.4873615],[-68465.38546532]
[-42537.15325835],[ 65016.48070665],[ 77888.80966223]
[ 95203.72658338],[-32477.49028106],[ 12281.09054172]
[ 4618.69555991],[ 80181.75517583],[ 91184.3855235]
[ 47597.92122605],[-95611.12014152],[-78858.15102397]
[ 73185.83104805],[ 48055.94398796],[-43410.49655516]
[ 19075.71702885],[ 31068.35936831],[ 79900.39722847]
[ 52259.63386989],[ 44650.58826218],[-74659.68321366]
[ 30745.85794332],[ 5804.24663643],[ 67459.97818431]
[-29333.04152939],[ 40122.22626416],[-97560.18191412]
[ 63227.62978094],[ 74708.10657025],[-37118.88445371]
[ 59896.80230617],[-35961.79616727],[-83736.48770977]
[ 94289.03247491],[-70651.38592486],[-24528.89876781]
[-54570.39057012],[ 64971.76632754],[ 50947.74665766]
[ 98975.19240084],[ 25903.79695854],[-51576.00919415]
[-27534.4102752],[ 58902.9414704],[ 43834.73768351]
[-95925.61641584],[-81514.85087754],[ 71060.19724144]
[-41164.70635186],[-85426.66935992],[-41523.04374287]
[ 44359.54320552],[ 89988.13478128],[ 46951.78182174]
[ 60568.0021089],[-26521.18419544],[-27634.79887809]
[-7045.67886614],[-47051.05087492],[ 66813.43931633]
[-17641.93173239],[-29710.54523764],[ 68896.91456259]
[-84677.94592032],[ 41585.8005223],[-36513.68552726]
[ 96176.64341669],[-8576.6645318],[-90732.58498257]
[-73927.57895022],[ 85672.9943718],[-89541.73314382]
[ 27368.76679287],[-75464.92815548],[ 68717.21007835]
[ 16449.48837029],[-86449.110956],[ 62741.85561915]
[ 63930.56224296],[ 34220.3315421],[-52650.79441242]
[ 60693.65062952],[ 79237.46340195],[ 13940.3141561]
[-25118.75715381],[-82386.87788096],[ 82625.75485477]
[ 926.78096531],[ 59966.43103106],[-31176.65700887]
[-63197.52535788],[-53601.6846079],[ 14445.20872224]
[ 27690.13352169],[-75596.33223475],[ 39259.62413808]
[-35352.49075386],[-28754.14117207],[-13368.419625]
[ 72872.86414528],[-59077.33774097],[ 3238.12690076]
[-2642.66371193],[ 23752.85899427],[ 45719.91940088]
[ 80774.61285935],[ 62505.55304746],[-66107.77117983]
[-85733.7750109],[ 25599.4047165],[ 5453.87705791]
[-14560.32708665],[-80082.1383074],[ 1793.23253121]
[-58123.08318932],[ 70462.79918376],[ 42879.65343447]
[-42767.61463931],[-4658.02162587],[ 79600.14006931]
[-64058.24494033],[-58823.84424797],[ 61219.36263834]
[ 21190.32127235],[-83419.78166972],[ 8135.38762979]
[ 68862.99321353],[ 97817.22210038],[-45406.82157588]
[-9848.38757033],[ 96479.59978145],[ 35053.41561976]
[-60345.80553435],[-41387.46215747],[ 72736.74439314]
[ 32355.58823178],[ 82867.48540531],[ 50312.27633172]
[-33913.60404422],[ 18554.6945739],[ 6099.23364708]
[-98649.94646959],[-93391.9799717],[-21799.46495238]
[-11338.68245051],[-67892.43697255],[-73828.26176945]
[-73648.72624182],[ 72046.72483525],[ 39902.97182887]
[-44257.11826579],[-51122.06886151],[-57598.46761885]
[ 88996.87215203],[ 12361.35112722],[-74918.08283748]
[-98848.46091125],[-51114.0513119],[ 24311.33964929]
[-61687.05235936],[-94392.43840462],[ 93337.57971782]
[-74368.26828559],[-85767.28434506],[-21656.02721883]
[ 76906.22218961],[-71030.54752603],[ 92829.06752715]
[-55255.82104363],[ 46066.00403329],[-15842.0755745]
[-43673.95203969],[-26082.83421012],[ 78970.96080318]
[-95251.80931684],[ 45153.23618904],[-88667.67943915]
[ 92147.4364459],[-76458.6432296],[ 57929.69290014]
[ 17393.71484127],[ 50356.61295769],[-85673.96489981]
[-68741.68399682],[ 12286.79016066],[-57183.09154836]
[ 80449.78659867],[ 86309.84082526],[ 2685.19649555]
[-24722.48639886],[ 3726.55839689],[-87604.95786128]
[ 74227.75498171],[ 60370.31962274],[-83758.0407352]
[ 76489.73055169],[-13221.61102783],[-78356.0447584]
[ 63202.75184837],[-87099.88507486],[-45501.83452522]
[-4515.98443261],[-65360.83372681],[-22056.57022341]
[ 43284.53188521],[-10118.8249906],[ 39881.93830813]
[-35572.84495411],[ 48372.52678124],[-94834.70580886]
[ 87071.99311669],[-81844.70513813],[ 78084.93548424]
[-9492.02617584],[ 22549.14123287],[-80356.94103421]
[-28377.88485455],[ 10697.48240523],[-18618.08567222]
[-82997.51176604],[ 57975.74139945],[-85052.89116776]
[ 78.41132301],[-45327.58059097],[ 83446.22208218]
[ 36690.09089009],[-74928.90809912],[ 51958.01230185]
[ 2236.60806987],[-36575.62419554],[ 21211.01675445]
[-38782.05284544],[-47635.8551814],[ 6680.36536688]
[ 54733.1506561],[ 23865.50356473],[ 14604.65029475]
[-55638.23133033],[ 94273.83332388],[-91786.20033768]
[ 44544.92810191],[-94697.72298771],[-47843.38170447]
[-87639.01132651],[-88079.09853573],[ 42055.73176231]
[-9220.24664639],[ 77882.57918355],[ 87414.8380497]
[ 14011.20890232],[-91988.1289563],[ 23804.01364166]
[-41558.64547344],[-78990.05631397],[ 93294.92744541]
[ 92822.49657],[-99436.18494518],[ 11687.62738139]
[-14435.00280367],[ 83245.07395224],[ 55837.11726047]
[ 14546.32164412],[ 66759.48452914],[ 76673.86298936]
[-60555.89233032],[-35742.24320789],[ 3117.25791187]
[-71489.79861858],[ 63828.98910558],[-75273.23677641]
[-54648.65538533],[-48172.25410935],[ 19940.10977419]
[ 68221.3447005],[-61033.41904039],[ 49088.23844464]
[ 26464.24761921],[-55433.78090475],[-62311.5652844]
[ 55458.54086849],[ 62313.52766177],[-6704.06651994]
[-24121.50472866],[ 41896.41924554],[ 20371.18920619]
[-29587.00692849],[-87374.10765045],[-95179.7352124]
[-11591.08255138],[-82871.94995778],[ 85447.43590882]
[ 72899.50121951],[ 51463.17510516],[-94668.67058335]
[ 18814.76222094],[-76825.43664581],[ 12263.34704172]
[ 58767.19014718],[-20640.38880551],[-18208.22330927]
[ 79232.62843256],[ 89435.45917213],[-33912.78751819]
[ 49161.31974396],[ 31145.23153538],[ 89139.97137456]
[-95887.90925818],[-83288.4935505],[ 79539.84149056]
[ 69892.18844745],[ 83685.95114315],[-22031.68029847]
[-25166.1256573],[ 37430.30219731],[-4137.79658144]
[ 73214.95312135],[ 84361.25406451],[-98931.67752175]
[-38278.38862069],[ 61610.62966608],[-9202.12699959]
[-45132.26664501],[ 50839.73668104],[-53406.04460439]
[ 8464.81859352],[ 40827.61951327],[-18772.18547053]
[ 77815.70178506],[-69943.25864847],[ 14469.33381158]
[-98601.66040617],[-4343.70044502],[-97316.81630278]
[-65795.01880681],[-35076.50222795],[-62624.54862379]
[ 64128.3177112],[ 56696.53245082],[ 56795.23174124]
[ 70326.99584885],[-41259.36978028],[-13184.96102191]
[-32589.63718372],[-22078.51197394],[-75280.25541386]
[-86306.38850258],[-78282.3666321],[-87180.56910336]
[ 51727.18491151],[ 9377.16598418],[-5988.42755566]
[-42480.04049358],[-63884.59462669],[-21858.04325076]
[ 9876.81977217],[-21639.53355827],[ 77206.84475376]
[-49105.88927136],[-36638.57915847],[-72617.48000296]
[ 67019.35605786],[ 9212.21937379],[ 13862.78494351]
[ 23444.89560068],[-4596.59431601],[ 11872.83444038]
[-90917.81412612],[-83420.65447352],[ 33639.32216471]
[ 33510.05835338],[-6244.83336529],[-89025.89302371]
[-58285.82615136],[ 39464.74832391],[-93625.15449579]
[ 11010.81232415],[ 79334.99361347],[ 85851.13946164]
[-14509.35010076],[-97550.16038887],[ 71219.09262231]
[ 95073.57522211],[ 8173.57893568],[-46182.19755781]
[ 52109.58054105],[-64654.06664185],[ 53243.2773684]
[-78382.32948436],[ 4277.39711098],[ 57261.50525533]
[ 15034.07043797],[ 66073.02344541],[-4845.14840053]
[-33547.28868286],[-96909.85798533],[-78276.32935011]
[ 25683.76480727],[ 72808.01847081],[ 28007.60560204]
[-82041.62748836],[ 30055.91301785],[-92946.55158472]
[-20131.85312736],[ 97736.4754272],[-80616.78716697]
[ 51213.15355549],[-83361.89476323],[ 6768.6963155]
[ 5741.07399682],[-37445.67025015],[ 4433.49764268]
[-21178.43127029],[ 27608.94195692],[ 85876.2973899]
[ 57690.52656322],[ 10744.52187628],[-60550.80368543]
[ 83165.6841045],[ 19205.16840777],[ 94851.7628853]
[-59093.37260436],[-81743.47997509],[ 2392.288668]
[-51484.36469674],[-44322.46403046],[-39854.07498397]
[ 71337.41219309],[-51195.31980278],[-83965.3089329]
[ 12868.01795271],[-84109.36815783],[-78424.00761624]
[-39432.52371731],[-76846.31131411],[ 77457.75187246]
[-93640.97338701],[ 70230.93524984],[ 79517.34532475]
[-26384.0593711],[-63439.6396175],[ 23556.8980423]
[ 86660.43699631],[ 75463.3529114],[ 80527.75780097]
[ 80891.78058557],[ 33061.70286082],[-58673.49913709]
[ 76375.84106187],[ 84492.55937242],[-26286.94599438]
[ 97060.96116745],[-99435.86738719],[ 27740.6773569]
[-73919.62948539],[ 99813.36773773],[-36390.07688155]
[ 54137.7402762],[ 30813.41904873],[ 79187.91420786]
[ 26966.77853298],[ 50455.84485015],[ 84847.0241906]
[-22007.11673969],[ 35478.4359249],[-78298.84101795]
[ 84767.20837747],[ 45129.95973297],[-16460.57753031]
[-4196.52381505],[ 27113.65350749],[-27922.44528108]
[-14496.13030537],[ 53078.59758567],[-17534.84117611]
[-25631.94287288],[-11030.57995035],[-14157.60597897]
[-53111.29754592],[-76056.04019253],[ 73227.6391316]
[-89259.12623409],[-92542.24657666],[-88332.32147844]
[ 82089.23134794],[ 94527.07959403],[-22991.04974622]
[ 50648.65539998],[-46646.18933724],[-85956.02121254]
[-15028.06420752],[-49563.94763846],[-42482.8330585]
[ 9670.60804478],[-71007.67494273],[-54224.33625438]
[ 74851.30172808],[-40105.78096963],[-53826.5788622]
[ 42873.77541215],[ 27854.82635851],[ 95636.38462572]
[ 40413.7288576],[-30823.22329362],[-28746.40774231]
[ 23402.81803993],[-27440.66188132],[ 40567.22490136]
[-58242.17627706],[ 66227.86741334],[-45708.44198641]
[-57369.68824375],[ 98605.95219678],[ 97540.79034145]
[ 54005.7980812],[-71435.18414166],[-1580.86180403]
[-13999.60574538],[ 15515.08411944],[-96557.0025495]
[ 25626.93779618],[-37068.99881407],[-49433.05062256]
[-10636.30728517],[ 58952.50720267],[ 23525.61730323]
[ 40633.21219295],[ 12777.20368169],[ 761.7757464]
[-1053.11279676],[ 98701.4700831],[ 81520.18691769]
[-34490.26208602],[-40354.55417994],[ 79552.41219874]
[-83891.2451777],[ 51844.40072015],[ 8341.42641422]
[ 73059.6695346],[ 48767.0489872],[ 91233.7236974]
[-33990.34110756],[ 66231.37230815],[-94531.8184978]
[-54364.5483855],[ 888.49200534],[-41578.45490609]
[ 74285.16099132],[-29780.57268353],[ 75211.68243998]
[-93887.35505541],[ 25112.02795201],[-93020.87310187]
[ 34859.38296508],[ 10295.86240096],[-22896.89491015]
[-34718.23743834],[-49520.82914137],[-55860.54842559]
[-12717.96341703],[ 74574.12519307],[-13427.79348432]
[-25174.08178888],[ 64912.16626123],[ 55673.69624087]
[-54927.89649128],[ 30299.66358375],[ 30791.25094693]
[-1667.83083607],[-11322.93880458],[-11443.32607573]
[ 78213.3460495],[ 72801.67601075],[ 55582.17883971]
[-45360.84076763],[ 8241.21084877],[ 41863.141695]
[-83133.74177],[ 72889.22339384],[ 97128.40017733]
[-90616.48935056],[-61572.36056877],[-62919.48026274]
[ 78899.06693565],[-60349.08705814],[ 74111.61443646]
[ 78686.31071589],[-13336.79988739],[ 68167.10022653]
[ 9424.65676542],[ 22512.7266537],[-24760.34493414]
[ 14472.98427394],[ 68839.57835189],[ 58253.75116214]
[ 39157.35933454],[-99674.63492569],[ 12346.70239458]
[ 99557.45615079],[ 49942.94217054],[ 44657.0298465]
[ 28734.82647813],[ 19142.9515541],[-17155.98244868]
[ 78921.47056873],[ 88510.9195587],[-17095.14786846]
[ 10561.36482846],[ 60342.91724023],[ 9986.42225761]
[ 7320.48266992],[ 23644.97325101],[-98909.21995988]
[-20464.88380901],[ 17964.71771789],[ 30181.36771806]
[ 62857.82329035],[-43009.16829211],[ 43499.8385421]
[-55135.70771156],[ 2464.85903835],[ 86193.73283973]
[ 53319.64558465],[ 78362.00280545],[-80690.37678712]
[ 93381.97516286],[-11140.64173119],[ 31045.26560983]
[-95036.65568467],[ 72275.30985982],[ 55426.92304692]
[-95332.50600724],[-46912.18924749],[ 93730.68637361]
[ 93501.87520635],[-92822.49402202],[ 14345.22377978]
[ 59162.74002702],[ 44280.15097361],[-11826.38046972]
[-32854.11709005],[ 47407.69633799],[ 78500.99318654]
[ 33031.89816364],[ 60831.13676854],[-19834.05235638]
[ 7221.006005],[ 79840.24326385],[ 22406.11261001]
[ 13014.23580556],[ 47886.94527254],[-90100.01685692]
[-10417.18944728],[ 42254.22055391],[ 99694.53522411]
[-14046.16241579],[-42895.55298698],[-40494.09698197]
[ 48093.97554226],[ 27954.42328228],[ 45270.43666705]
[-60156.57690338],[ 53131.28893649],[-40224.43322211]
[ 15736.21588442],[ 10442.60457649],[-4360.35671324]
[-63308.94649371],[ 61443.27940378],[ 14875.31284415]
[ 92476.71891695],[ 14728.06300367],[-79336.23631129]
[-45522.45808706],[-91622.73645032],[-20065.54810352]
